a,e,i,aop,s,p,f,GDoP,HDoP,dV,T,Decomp
14794.374677851562,0.05637955515355224,51.01371250393629,186.16229381594263,7,5,0.2566619607072712,2.312076138453131,1.0117449352019887,0.013991414160659991,35.0,0.7352513267305559
25502.094882862093,0.1038584700564088,75.42770899869365,53.42139584346689,8,3,0.4929894982220667,3.503721033173402,1.7315200726317976,0.042096051347662845,24.0,0.6727625582285668
12738.064309274789,5.32103116267571e-06,55.58790816917547,336.7020126991088,9,6,0.6071058721543028,1.642267494023505,0.7328742458068338,0.017303287879287504,54.0,0.9972811832225315
16153.277637448708,0.10693424797894324,24.07600522953817,87.54817817328518,5,5,0.7673606865088248,7.965429244789842,3.150276811621736,0.01192863080151264,25.0,1.2152588176529158
22005.773802432297,0.026676177554028957,39.450161635688936,317.7670918462561,8,4,0.49336056025118674,2.6383752131866185,1.2359681936911666,0.01468665354343769,32.0,0.716564792090497
27544.781693948356,0.016110225367562014,74.26401206511483,85.27273328051946,10,3,0.3224329091095906,2.154383787680981,1.0878638116592962,0.027693840749043838,30.0,0.6526685847179517
30945.20396395916,0.06511163142913001,59.81474218001712,229.70043691538785,4,6,0.9827587027815177,4.120440631889636,1.604261328991012,0.04769811221597146,24.0,0.7122334102877955
13287.395675752341,0.01662082543130631,28.964591997322003,13.071600900913662,6,4,0.8605447353071253,9.207517908578183,4.632116156548179,0.008830672718577263,24.0,1.4960629375296957
18780.600907297026,0.10674251024758663,52.69241591252161,281.26390188778316,8,5,0.6792481102057935,1.800911448180682,0.8490760514357111,0.012864246813295777,40.0,0.7832992268038517
18695.83629765602,0.04905004240136116,89.32124477847195,334.7840245151944,7,7,0.20269906486089467,2.7226255049211856,1.2368252211611657,0.009354041176720295,49.0,0.9730692212832768
14771.989150597667,0.03767587630058655,29.360923780334147,10.934981037295316,7,5,0.8636218426159072,3.242891802351021,1.1910584583938106,0.01090192821054173,35.0,0.7741879105630789
18231.7657992899,0.01795024371155471,54.06853118192901,328.96080556484213,6,4,0.998017274147417,9.635294354830625,2.2676134774342214,0.01448892605068529,24.0,1.2498965341632124
21298.62213710202,0.05403266434861842,50.859334213700436,54.07442657845069,7,3,0.9704105434107448,8.725572860924796,7.389753561788651,0.01353592118424766,21.0,1.555678961699924
27218.443298452814,0.03502759897600871,59.033712188376754,53.42139584346689,7,5,0.6257917148056245,1.9133357690692396,0.9510525733948464,0.02738257754717222,35.0,0.697848895793944
25502.094882862093,0.03502759897600871,75.66067980437438,53.42139584346689,6,5,0.8497689100179306,2.7423496566568657,1.2416598315168896,0.02497783610262465,30.0,0.6702079563680567
20965.094801048253,0.03984081525830462,84.82163762386352,38.370195643968394,7,3,0.9857088237131878,5.195718522477039,2.2383622839780557,0.015884869659775976,21.0,0.7844866772818871
18221.542021203655,0.03728763266145385,44.43008725113582,273.7098517839834,7,7,0.3193485807830933,1.59819484776932,0.7240361408875409,0.013762945030410343,49.0,0.9003166296003287
24271.786179780083,0.02028953821135604,77.86567038178717,0.12346216516284514,7,3,0.700726036482538,4.169332484156927,1.7261286474190327,0.020103102401887615,21.0,0.6644526466441459
17922.369565664267,0.020737539788249437,36.56033431894702,46.58324120822381,7,8,0.9117033634497439,1.5222160514546657,0.7297473124797303,0.012853454828731906,56.0,1.0113454782982016
20737.522037153733,0.06336529789755851,72.03250884847415,115.0302519812727,6,4,0.9573653994373726,4.264494570699572,1.9956578379201357,0.01827324274571746,24.0,0.7166531041825556
25758.522814931624,0.16524566712872624,71.66102200333552,302.3549454099155,6,5,0.6840954661267431,2.833646481878657,1.1611998069555,0.01989785006601804,30.0,0.672056316277904
16677.563020520152,0.1671599782947703,61.10577459017891,333.0214023785086,9,6,0.14923603230975002,1.5272351360365994,0.7361058643196825,0.014974816275194834,54.0,0.9794460123262783
21424.598533845754,0.16184239392020275,76.54728026475597,174.67135303835187,10,6,0.8589231238614541,1.3156468551224734,0.6786817448862188,0.01997195016012867,60.0,1.0662361503562108
14484.402611091742,0.016878346708998418,20.057106118526978,8.553923271173872,6,9,0.8955562230347206,2.868437134710423,1.0446911023140892,0.0104215812204459,54.0,1.094338329388006
20597.3831444604,0.08351073588481202,57.095989250306204,59.89714931325951,6,6,0.9261715192395149,9.958211198034707,0.9611105150722482,0.02093872237071895,36.0,1.3973008858824962
22488.262975942074,0.04277886303239642,62.31458893250514,322.5756569670007,8,6,0.833431608727077,1.4009978965929837,0.694907446967225,0.015599290423370963,48.0,0.9525685955717168
27544.781693948356,0.01644120391159289,74.27052092782785,109.30492232165713,10,5,0.3224329091095906,1.3683443545154879,0.7184639768010181,0.0314392058085915,50.0,1.1229228491465393
16967.596369500192,0.10433872062752132,36.99016719425897,90.31211040884679,8,5,0.6757293785071481,1.9533784990783438,0.9546063740279516,0.011408518426322505,40.0,0.8355733373727326
14484.402611091742,0.020737539788249437,29.018278044245385,11.167052488875143,7,4,0.8840743492269191,3.881120660286169,1.6791713671769228,0.009314306262915467,28.0,0.7578115117856116
14484.402611091742,0.03748671536883806,62.11130576260397,20.9713572939049,6,5,0.7217186838856501,2.7075088489629078,1.1682782639108518,0.013721526525387032,30.0,0.7449578908454659
13287.395675752341,0.01662082543130631,28.964591997322003,58.633627393442154,6,5,0.8605447353071253,3.639417487850008,1.43582344071519,0.00884334193777573,30.0,0.760829976404699
17927.223896205443,0.0224645713581775,36.56033431894702,37.77704157650788,7,3,0.8908477803807728,8.227355232147296,4.8820201685005555,0.011517255707148483,21.0,1.4233123203433873
22005.773802432297,0.025514304215863367,42.40434112450791,317.7670918462561,8,4,0.5110362409121711,2.4466952375576616,1.1584045819199495,0.014525869378218263,32.0,0.7699576386587426
27918.230283349985,0.022608215233391682,70.33585260639684,55.049209312959285,9,3,0.9341288427381502,2.5112350948930295,1.2376094836902558,0.029280930402867618,27.0,0.8900609582793481
21518.29779729628,0.020527397683413648,40.36868681540024,162.24164444874452,6,3,0.27525237892785004,6.846687569330111,3.4345522032372724,0.01242478676688074,18.0,1.1129466035416298
27544.781693948356,0.010560119824897388,74.26401206511483,85.27273328051946,9,3,0.3224329091095906,2.5496414313116635,1.2438698347862982,0.028537671524158738,27.0,0.8826394790975113
17474.70720853222,0.03435262996922398,29.091504102208972,11.758168749312219,6,4,0.1575529098769906,4.794947509621863,2.425028190477088,0.011742333801033802,24.0,0.8469269298708186
18020.6746881643,0.05637955515355224,32.08740690446396,228.79359193956657,9,4,0.7200688065203578,2.3537985537377035,1.1146663397277166,0.01314179390323673,36.0,0.8109800612816745
14629.918772268904,0.02651719811149436,41.73905319568876,168.4369543273641,7,4,0.8841785891897778,3.7646026063087845,1.7205140853284053,0.008915216793592124,28.0,0.7501243092964902
17398.813131264506,0.0768869789920545,42.795424167731525,289.47513845399686,7,3,0.8831242362030418,5.748252006377993,2.6958978321761116,0.011613486319126948,21.0,0.9373606982624674
21211.283315577322,0.04699243179998068,72.83839483526725,207.63213659535268,8,3,0.349840158917595,3.443862752252768,1.6987280430687268,0.017847201215343708,24.0,0.7884996857066049
30971.526445614323,0.04004891211535164,75.85799732343938,303.5204897356923,8,5,0.8649300434606375,1.6743744237774134,0.8919093589267967,0.04984869870668549,40.0,1.2365847882303571
18100.25860744059,0.057476465793439784,49.660421692509374,338.1256723604259,9,3,0.9734420616349663,2.754516063387652,1.3340451364063097,0.011770354617226196,27.0,0.6950742924114246
26426.31051577728,0.08351073588481202,63.049633316248205,5.366205607683838,6,7,0.9511768878783919,1.7924731803142746,0.7987476907077401,0.032600166310985834,42.0,1.049332512204419
24449.443297647846,0.013151742490410307,64.68558119759929,148.73903783309706,8,7,0.9922159726066608,1.243437027765704,0.6428593433644714,0.02447942759710307,56.0,1.135071272329507
19751.772808298374,0.06677583688791065,74.63065212263317,53.83848694243071,7,5,0.04839468046275908,2.250095014342093,1.066564807641031,0.021962844248524085,35.0,0.8746160997964174
14484.402611091742,0.01804252094866747,62.11130576260397,20.9713572939049,6,4,0.7217186838856501,4.202568716175963,2.006177792534844,0.01254235419127763,24.0,0.7829263548633946
25502.094882862093,0.05234821275437489,88.453834901895,53.42139584346689,8,3,0.4929894982220667,3.0507955501150503,1.4643950301830357,0.026696012212850905,24.0,0.8682968955767401
22488.262975942074,0.04277886303239642,62.31458893250514,322.5756569670007,9,5,0.833431608727077,1.4934105071540618,0.7365067432454344,0.016269772372261238,45.0,0.9170776917854656
14276.055948148933,0.05963799943822781,36.58953212556713,337.9538923613742,7,4,0.5276628703193005,3.9153990552752607,1.7829948840085383,0.008853094911346653,28.0,0.7602201190267281
28939.468386414632,0.047253387400778515,60.71770833727688,276.29576270817086,6,5,0.8715413613116509,2.7780625637785694,1.0454158975545447,0.031367876323054475,30.0,0.948329640752061
17249.370336953805,0.037325566715957804,29.163479439098065,181.7007151825704,8,4,0.1575529098769906,2.7010648083692472,1.2772931687189324,0.01062842085654659,32.0,0.7536501888328784
14400.924205327741,0.011289615995066567,33.29577976173128,180.62566999481263,7,5,0.24973175883506263,2.49792094237723,1.1075261058511043,0.011112902209286197,35.0,0.7855007828121249
10960.138333362693,0.022568758411329326,29.67165977123038,3.3405238244581312,6,8,0.3193485807830933,3.291813382786209,1.1767872254788712,0.010146146296710729,48.0,1.0218314917183153
26721.811018620057,0.010719656716666928,75.16538645772398,1.729480532505475,7,6,0.37294282744758084,1.6533161665350165,0.8487747807038639,0.026019294854955504,42.0,0.9752922778227188
27592.822123778453,0.01862344351417286,74.00936129392215,322.54918812239345,7,3,0.6300712875606906,3.646090790042411,1.7273969494203492,0.027543601990013274,21.0,0.9047223618830341
29231.955833318705,0.05727469999571823,69.92336734873153,66.386263617134,6,9,0.3246700115436384,1.3494785668448532,0.6975987914934862,0.044382564730705266,54.0,1.317920785749908
20965.094801048253,0.03984081525830462,84.77196946959944,38.370195643968394,7,3,0.9857088237131878,5.193209979136432,2.238155240229361,0.01588731035979662,21.0,0.9103956143288838
13159.753462702029,0.01964707446529733,16.7470157023794,12.935329998789285,6,8,0.578222574517459,4.010502193661646,1.299838119563847,0.009286815562214832,48.0,1.065345085282452
18522.683275081687,0.02900693843599863,75.66067980437438,69.41781865318339,6,8,0.46900647607427365,1.8868823953931404,0.8467454283179936,0.014505182759273825,48.0,0.9757911978331901
14541.512875888917,0.007738255758139148,28.790062556786594,86.92073822307819,8,4,0.0003701714134708711,2.8807779788561705,1.3341596136295382,0.009742318402764216,32.0,0.763319956994255
24200.53043221526,0.011532939201325254,68.69597859124023,148.73903783309706,8,6,0.30825226858447113,1.3958769848583836,0.7191281064762343,0.023541229326189152,48.0,1.0209403554244774
19228.536573706457,0.05925525121717137,67.53316439546536,220.2129088255886,10,3,0.046366250487228866,2.5240323633423283,1.2281132482933472,0.01778361935353111,30.0,0.7887189739791298
16989.472412916326,0.03435262996922398,29.091504102208972,11.758168749312219,7,4,0.1575529098769906,3.273275003278399,1.5984777805813408,0.010247707274140158,28.0,0.7391822838796814
24746.67583986376,0.021444115755587245,77.30764120860381,203.9601736973031,9,3,0.7404222321135545,2.5417221161565537,1.2288894766142224,0.02255039837791935,27.0,0.8097004939605451
16967.596369500192,0.10433872062752132,37.55419616526533,90.31211040884679,9,4,0.6757293785071481,2.2558328372107903,1.0987388469541637,0.010764744821020588,36.0,0.7927566544656437
25629.57232135638,0.04041967794179015,75.42770899869365,68.24869592004808,7,3,0.5040200974310024,3.7010259479774925,1.7567236457010966,0.022437541737853787,21.0,0.8505169765751336
30971.526445614323,0.04004891211535164,75.85799732343938,303.5204897356923,8,5,0.9305367925852905,1.6743744237774134,0.8919093589267967,0.04984869870668549,40.0,1.2399787742032256
14368.728916670625,0.0017471679754623992,46.37238540895695,339.22443221317246,7,4,0.6866963134749149,3.404143277255706,1.5991971666806026,0.009945918700927826,28.0,0.7430481333236058
17249.370336953805,0.07444082151552545,29.163479439098065,253.27053534227966,8,4,0.04155009936162751,2.8190700789170844,1.3600492356413363,0.010196990849545558,32.0,0.7652813404254482
19460.995188856163,0.02028953821135604,76.06039393762994,3.7868856965699074,8,3,0.9164201897955458,3.3251857778456833,1.5538614546845806,0.012140062017537187,24.0,0.707052172851644
13833.881929173614,0.05637955515355224,60.00759232037946,158.8718779142236,7,4,0.4592292578228127,3.6486229741219427,1.5665645444543381,0.009464131307449278,28.0,0.7510351071438065
18233.246937407013,0.01795024371155471,54.06853118192901,328.96080556484213,7,5,0.9992583179242889,2.0346099654123297,0.9208303497251227,0.013556290850492222,35.0,0.7787010648176006
12045.668128528529,0.11852628213304323,38.38273096512564,351.82584377404623,8,5,0.4806529881616614,2.378272541109836,1.0255529665416634,0.012640783201651812,40.0,0.868779726849475
13085.02226274176,0.1355861414271148,30.832605105397604,51.168372024434895,7,7,0.22932559950679088,2.3175083347733767,0.9638430783925627,0.011443710908451296,49.0,0.9971239308568107
22488.262975942074,0.04277886303239642,62.31458893250514,310.461060233659,6,5,0.833431608727077,2.442625751818449,0.956969103598436,0.016376807528898814,30.0,0.7528829994810639
14368.728916670625,0.05637955515355224,32.08740690446396,43.36201169147466,8,4,0.7297252268220866,2.8662661110183913,1.4100251165102473,0.008742870912673529,32.0,0.7602371198679886
18650.555226885608,0.010687980544035358,89.77364934554966,209.53079148364623,6,8,0.29337627848605663,2.4132057229974126,1.2317815677808142,0.009718731972280572,48.0,0.9921463703811564
14471.61813573369,0.02013675288810298,26.869876274612857,351.82584377404623,10,5,0.7896774405932114,1.965374868032011,0.8938707466195778,0.010733525901588138,50.0,0.9908493067933944
14484.402611091742,0.031543821365327906,28.964591997322003,13.360559217837991,7,4,0.6938554113738997,3.6127261001279085,1.6873166874480037,0.009458299699646807,28.0,0.7539496859545906
14484.402611091742,0.020737539788249437,36.270556176158756,326.34899905938084,7,4,0.8840743492269191,3.695302261328397,1.65470216453409,0.0088500652351772,28.0,0.7524213903537431
17249.370336953805,0.0031038655374335256,29.163479439098065,275.26573929356016,7,4,0.04251521237699167,3.238660091873389,1.584232261131222,0.009866144672604008,28.0,0.7333736713365747
15291.627007666175,0.12919552945333102,36.95501265313463,240.4221230683956,6,5,0.9443648254516512,4.545799718555635,1.4308965722209126,0.010452119710515562,30.0,0.841709319601776
19426.583442757765,0.029149332974057057,60.87993853861594,144.44901839816504,5,4,0.2604631105579438,6.979562853419042,2.625900934125361,0.01607599007979005,20.0,1.0982907540610671
21298.62213710202,0.05403266434861842,66.18428665526712,305.05092795654355,6,5,0.36758636794074334,2.509584194010965,1.0299592569007399,0.013172932872938794,30.0,0.7283414562028852
19111.243673631103,0.014191632934522776,77.41488873083951,133.98937300561605,7,3,0.6900488975418267,6.6589470761561955,3.7734465083681257,0.011036928895666806,21.0,1.1678656286614397
16750.921485662755,0.015823033352918122,43.38952238334719,232.631450429171,5,5,0.9174464748846248,6.118767090059279,1.8751022062040261,0.012030529894386075,25.0,0.9587529290155712
10960.138333362693,0.010687980544035358,31.118669485425485,209.53079148364623,7,8,0.3193485807830933,2.8066708344066145,0.9855532608266923,0.009390482690075308,56.0,1.1601792107322617
10960.138333362693,0.03482672089290331,31.209259393146827,209.53079148364623,6,10,0.774815081155591,2.962807790664339,1.0534272121123658,0.007658578370785057,60.0,1.2318089106966226
14484.402611091742,0.07955532360999609,36.270556176158756,46.58324120822381,6,4,0.7047783162519243,8.597525794847812,2.995182215529242,0.00823779302739195,24.0,1.4939465866689032
14391.744320685786,0.011289615995066567,33.22607641249232,93.0336646476398,7,6,0.28329238779947497,2.080783296002716,0.9270400092872348,0.01171122196304907,42.0,0.9107271885169437
27769.237966718167,0.05727469999571823,69.51564467201217,64.4479795701757,6,7,0.9929307240584193,1.6260425470156343,0.8179373946444937,0.03735868347208145,42.0,1.137276350173111
24271.786179780083,0.029141175381665642,78.56423778436296,1.1536995858015473,7,3,0.700726036482538,4.124358607294864,1.7408434554410954,0.019682648826068613,21.0,0.9396169618879664
27018.25110435189,0.02037983440164015,76.03736918795478,87.24502149874338,10,6,0.965119674789183,1.216913962689679,0.6581235355755648,0.026954776167904693,60.0,1.243007736564612
14629.918772268904,0.02651719811149436,41.73905319568876,204.70467828610006,7,4,0.7051525858179519,3.5096507380353903,1.5586710108984476,0.009995570812100035,28.0,0.8044331295087187
14484.402611091742,0.018429594201484135,28.964591997322003,10.934981037295316,6,4,0.8636218426159072,6.156669565756804,3.2506733287892384,0.009894572914869006,24.0,1.325838516167951
