a,e,i,aop,s,p,f,GDoP,HDoP,dV,T,Decomp
17350.319533743,0.023083980039153323,31.425631107645653,175.32606687510523,7,7,0.21903474951034918,2.200149801071136,0.9331736625920302,0.012056929983566675,49.0,1.0532960453191091
13199.434228997108,0.026690926571857117,31.425631107645653,21.63915068616066,7,8,0.7623708003341209,2.87889245281326,0.8365154455442987,0.009691901018613672,56.0,1.1537360178161746
14373.13833683696,0.04209926958128767,35.96877270545024,138.6399148181163,6,10,0.48003893043168894,2.4843458612555804,0.7642119378920117,0.010854134127584987,60.0,1.2074403876000113
14228.98107062139,0.01823818454214758,41.08103217192058,1.331136028631322,5,4,0.09122927323627567,9.52540301322551,3.5714904540586634,0.007330133671104795,20.0,1.4760549482053926
19686.903378093044,0.007209928731179469,45.727628750034796,261.5383405118896,6,8,0.3166546884065698,2.2789839807210974,0.7410696087602666,0.015737878865817383,48.0,1.076720673750317
11687.114817103127,0.01054766974343174,28.29043179625578,311.22365928449943,10,6,0.20586851983162616,2.025961857783058,0.8720336108543687,0.00954828320446732,60.0,1.1865026125478297
13237.00471217865,0.01490155662690381,31.7384184632267,36.04367619820345,7,5,0.4307859800103493,7.1215981995019995,1.1818257565116896,0.009577059661446076,35.0,1.1184276882191633
11687.018405689869,0.012912464632242509,14.705318451741348,180.76313699635355,10,5,0.4283944344036539,4.556055056655363,1.3963120248134526,0.007527462377660571,50.0,1.1485605847044655
18788.340989836342,0.02386921481392467,37.893148779671584,18.783624764385493,7,7,0.8958412238797671,1.9417647977790085,0.8368042406172547,0.013734618301622672,49.0,1.0578824264259947
17298.538759552604,0.010313283933548878,23.473592845537055,157.97759304554833,10,6,0.21903474951034918,1.8498965074781384,0.8819694677704608,0.011943351387179743,60.0,1.2050348520564875
14780.337131485054,0.0016116055521636155,31.048126486334677,320.7317488294691,7,7,0.21903474951034918,2.8129700776868054,0.8553129883229283,0.013626916279961864,49.0,1.091216557990582
13187.705050129305,0.00896808850381772,31.9761479774246,307.9474640386586,6,8,0.21903474951034918,2.431147059118816,0.8941363202084316,0.010472405924703762,48.0,1.024116553727838
13491.734409620201,0.062140689986954725,55.803768090978956,77.03372948441728,6,4,0.9503721708838719,4.392135432708384,1.6192707261586317,0.009247215673542178,24.0,0.8237914578771665
14373.13833683696,0.043158822072075,35.96877270545024,138.6399148181163,6,10,0.48003893043168894,2.3292833254987544,0.7488448144769544,0.010850242163063885,60.0,1.2003087831171084
22206.62765397416,0.039266237687218666,58.92167854972391,298.32015549245875,7,3,0.2484005887098929,3.423569711272269,1.6069483763501788,0.010313634731141566,21.0,0.7670866823841463
21368.936973572592,0.0650547692437692,66.46453316507016,301.89657222369493,8,3,0.9134089984769123,3.4511643500537987,1.697707303633578,0.009626986609211546,24.0,0.7922081409415394
12480.799933925042,0.013731404139838935,19.659429985186772,196.832076199262,6,10,0.48120425456609756,3.3563565490530336,1.035841184538723,0.009187713574205577,60.0,1.246155838179165
14096.327459626727,0.04721357285684771,48.21530509951417,75.73006536845354,6,4,0.203363914299236,4.432366061868127,1.9206399338996154,0.006311373018190687,24.0,0.8014959187955607
23540.293950911786,0.002728525279651799,63.312143011216754,264.58764467429586,7,7,0.03410070191581713,1.4561932312369845,0.7124257782816268,0.02277702581898218,49.0,1.1704109090944406
14084.398269831652,0.033399531343879546,35.96879935791564,234.48966451995335,6,9,0.3538911175912204,2.211115366910489,0.9167721059578353,0.010479729915934934,54.0,1.1112515727266246
19433.85106151522,0.0389455883820866,43.69861666609592,250.79952947582416,9,3,0.10885186495125934,2.802646781518824,1.2978293666492675,0.010776117976749265,27.0,0.7768397373494851
16465.790096865978,0.007677211951686679,66.04895780561463,20.621645657795952,6,5,0.36129466547910205,2.5556004768953926,1.1430622061248754,0.014302197213349351,30.0,0.8554679566319422
14096.327459626727,0.045273298046970764,47.144070520846185,77.87266540582641,8,5,0.41054257984638187,2.0997578289184333,0.9860746460697565,0.011162369374620406,40.0,0.9073282677053879
17706.67144801111,0.009839935185026766,23.473592845537055,157.97759304554833,10,6,0.17559587533258297,1.8412941107997542,0.8858473826966673,0.012951498607811517,60.0,1.216208918548296
15381.534556541887,0.006962203109697824,41.49591572382753,61.329303377254,5,4,0.9795755626155092,6.861571432946668,2.614584079791356,0.008585611018564315,20.0,1.112217764432958
13187.705050129305,0.007924642453114663,31.9761479774246,307.9474640386586,6,8,0.21903474951034918,2.4286161066260137,0.8941413015200752,0.010505357874027973,48.0,1.0244049455765871
21668.60211840751,0.05312539669749858,54.49459332247359,299.8247197314838,8,3,0.8852650966327037,2.91515677376697,1.3641184590226687,0.008714624829054078,24.0,0.712467297731004
24756.552402211935,0.04429799874187862,67.32665875432942,194.7202420602568,6,6,0.2467861164787915,1.8040583174286073,0.8701670397172236,0.025807955386540196,36.0,1.0927432256014986
13012.71223803368,0.06227205773622263,32.07172984071409,225.69531973794375,7,8,0.19118827889025047,2.094831892470955,0.8398180836753966,0.010400262591765281,56.0,1.1313288089914353
21548.146642975196,0.02082535943752297,77.7049156001072,316.2924251971718,6,7,0.9962357217323945,2.2296546605586705,0.8421154015247811,0.013080749704406773,42.0,0.9568131710768852
19511.205428803987,0.00865260969220464,45.56024079269462,28.561078423905517,6,5,0.7305458815910992,3.0957443516796737,1.0225824242927855,0.01413859826477291,30.0,0.8649252005593123
19997.05821839991,0.09412631899688861,35.073492111902446,246.37540278160148,7,8,0.3639778502987788,1.639111611505757,0.7986666426141928,0.013494858606156694,56.0,1.1465404288289016
14126.072729349286,0.03416394462195368,46.23360556602125,69.73719062671208,5,4,0.8955843118785508,9.233862282767452,4.303005932429687,0.0068170638068053655,20.0,1.5794146039909922
14383.675874123475,0.04203174047748869,36.820581049276754,245.60592994659018,9,5,0.915048530421221,1.8525898755011267,0.8602228072466302,0.011357917601108268,45.0,0.9652045969598729
14096.327459626727,0.06842816714520883,50.79274543149078,75.58847820635386,8,4,0.8581983898796287,2.8660911907045286,1.3421814559623026,0.00901026205294583,32.0,0.8183901206228538
12480.799933925042,0.04291281846052952,35.96877270545024,305.22200959840336,6,9,0.3718092332924856,3.5746291516208433,0.9706051428716553,0.009664747885493145,54.0,1.1600772803850852
11687.018405689869,0.009790108549147292,16.96422601819632,135.70271450743277,9,5,0.44700480751167637,9.46508220750233,1.332567497911192,0.007586786822031488,45.0,1.4142627199810078
14096.327459626727,0.024076084539928492,50.79274543149078,266.81568901524406,8,4,0.7816244752426071,6.583240482617183,1.460098189877132,0.007996834808283075,32.0,1.0366026569937519
13199.434228997108,0.0031081453065852976,30.957360941832757,324.7467460189122,7,7,0.1354387687126708,2.4105597436390114,0.9081707611494048,0.010028347146743992,49.0,1.034917006511587
21668.60211840751,0.05312539669749858,58.44695807032419,299.8247197314838,8,3,0.7101422319160696,3.2564294054883853,1.941360793370354,0.008557744648987514,24.0,0.7991485570295824
11687.018405689869,0.009963123166642673,18.67206109305598,125.09523740414431,9,4,0.44700480751167637,4.016560714741009,1.4831657131369935,0.008199161810986462,36.0,0.9207062516629578
11687.018405689869,0.0038625373971467227,18.49725287560742,101.54748376557205,10,6,0.0013182913447564726,2.764202036355261,1.0728853868838057,0.008590826175162665,60.0,1.2211823289533827
15239.398764777592,0.026907701074118485,33.99413146928125,313.5060926257167,7,5,0.9361060435148041,3.935673467777414,1.109595962102824,0.011626580975375769,35.0,0.9300953700487571
21668.60211840751,0.042762745949644236,57.25838757205394,295.79111686073355,7,3,0.14897064160611495,3.4829067464799244,1.6451810546427437,0.008974390787357466,21.0,0.7466035265039438
19918.997649500456,0.0651448618544106,59.732117808660064,304.6308196805151,8,3,0.85114646185043,3.338328862071204,1.69253336241654,0.010666366900432843,24.0,0.8085480576502695
11027.034722142007,0.013213930855215179,39.77299858924086,94.56636321533054,6,4,0.8290552439397412,9.40098183793949,3.3707470835566467,0.006100787226428779,24.0,1.438897134805912
14170.958636698067,0.011884379744638685,41.410525106597966,61.17099176788963,5,4,0.9000277943576689,7.98350465944155,3.1027928492016033,0.007556723926045084,20.0,1.2730232709167302
18788.340989836342,0.02386921481392467,37.893148779671584,42.254975995899855,7,7,0.8958412238797671,1.9361195083856644,0.8378228856990031,0.01360442068814161,49.0,1.0559973705624264
19502.22024441576,0.008714513194556184,43.81661036582583,20.623168467584957,6,3,0.827755652608157,5.940379817064018,2.4444905175656504,0.01009283164118735,18.0,1.0272224388808044
14096.327459626727,0.04721357285684771,47.15333279144985,75.73006536845354,6,4,0.5393761516655571,4.564509610370703,1.9754081878813978,0.006173080599090101,24.0,0.8160765372327717
13199.434228997108,0.0033023810322750993,30.56318734502383,320.7317488294691,7,8,0.8381343095623465,5.729428216037909,0.8298367929185744,0.00987620694197186,56.0,1.2908473244115943
11707.8512023139,0.009746367406014941,41.74316000596556,296.37476533370335,7,7,0.47018986768493154,2.941583613895097,1.1238823885697728,0.008647291368656817,49.0,1.0572585423768253
13316.814489568313,0.009121108370922991,14.705318451741348,307.660141466584,9,5,0.42057875396191285,5.0262122273674095,1.4578125212525725,0.008127394153086633,45.0,1.1021471693677773
25295.83209258576,0.014856442596403254,54.10301364908867,89.92503271773705,6,3,0.16828909975608325,5.003028052089231,1.9731057893060882,0.019219110312506737,18.0,1.0675430529727865
12327.720089749113,0.03866043049426493,44.328280890321885,27.759529025719047,6,8,0.06557152910542444,2.40745460585606,1.0337392118662225,0.010542719592307764,48.0,1.0353630805457947
12579.098270170212,0.17190546344775784,52.7076471768209,94.09676609147661,8,5,0.24267662513075877,2.3932309320757414,0.9895460308931757,0.01677567704155573,40.0,1.0077427670865244
13197.886451584078,0.0026876046722848265,31.21527736034712,311.0322692502384,7,8,0.9665751773162269,3.558639516483864,0.8247477208140077,0.010298490086092798,56.0,1.1871270841442039
13199.303405885556,0.02094782033942002,31.600040549460743,313.5060926257167,6,5,0.18116407363270304,6.408410344000587,1.410174649765302,0.010529762097097963,30.0,1.033776238287076
13491.734409620201,0.09516144021055405,51.33613158957034,78.09715008391893,8,4,0.8507140150179182,2.979900615446906,1.3263851032511549,0.009625614838690398,32.0,0.8308699007127139
11707.8512023139,0.009850982828601937,41.74316000596556,304.3753982012401,6,7,0.36705900853852125,2.837823120173428,1.1673011286142483,0.007876895411445348,42.0,0.938874576920261
15381.534556541887,0.046449378693015506,30.13313051924658,58.69056044111835,8,5,0.06876407295972464,2.131810023107259,1.028053629458605,0.010196671638743132,40.0,0.8989999707325019
19502.22024441576,0.01153060226828706,43.81661036582583,20.623168467584957,6,3,0.08955804093356041,6.339252100822087,2.438744809664346,0.010225878668795714,18.0,1.0581852118655797
25254.992799557775,0.04372299093603795,67.03316479599386,187.08186198001965,7,5,0.0937699125645915,1.823019936846467,0.9076001142461173,0.02471504815375051,35.0,1.1148070060075916
14170.958636698067,0.011884379744638685,39.16236365203981,26.364942702714515,5,4,0.8987621942004744,7.657790613659672,2.908665143952758,0.008312105497425023,20.0,1.228983125302304
13199.303405885556,0.02094782033942002,31.425498119516085,332.0360580001557,6,5,0.18116407363270304,4.14223721660651,1.4764159280023337,0.00915241767217206,30.0,0.8761723261067463
13237.00471217865,0.014675532230829583,31.543353866689976,36.04367619820345,7,5,0.6846925922231124,7.084274150380553,1.184502694801855,0.009541002054482208,35.0,1.1269144779950704
13199.434228997108,0.004680496164697397,30.196618818499726,26.785122294846932,7,8,0.7891760214349632,3.28596325957065,0.832885646499884,0.009646873573553986,56.0,1.1795867819285737
22295.100929712484,0.033296786380652504,56.38235481739835,145.5701203023794,7,3,0.3020564211467507,3.346483805934567,1.5643281574918577,0.01178840223935271,21.0,0.8151092940171074
14027.127478841907,0.02891665098320747,53.17926283570171,264.6266249611138,7,7,0.9038761598294933,1.9048047877211993,0.8104746821344841,0.011601338867982506,49.0,1.0418230720916601
24472.28115122784,0.037303767483802236,67.09553027212384,326.10675137779594,7,7,0.04643054586399944,1.4411904912808375,0.7218061883023631,0.021170283595152797,49.0,1.1805428063496206
11049.990412076419,0.011162919741401052,39.37890879717345,94.00444305031314,6,4,0.9660838475004621,7.282028191806681,3.114073701289747,0.006100452721358053,24.0,1.223728880221191
21668.60211840751,0.04267620156154737,57.25838757205394,295.8724251614269,7,3,0.8720358526136125,3.4809854949793557,1.6454552028322709,0.008975459189278164,21.0,0.7660906909869792
14363.591947985822,0.014675532230829583,44.26992357534278,20.650412013518494,7,6,0.7626164919953036,2.4740724185090173,0.9962637826459162,0.013624567004157666,42.0,1.0093162074422488
19318.319579210976,0.011158216168837835,52.30372526280217,30.362105794110896,6,7,0.0296116112753418,1.9540535556053995,0.7923080175148922,0.013945451451007734,42.0,0.9774384285670146
14096.327459626727,0.017446425724411657,48.21530509951417,196.40672982596124,6,8,0.203363914299236,2.183124175610569,0.8032369895935674,0.011348315862119427,48.0,1.0327925755784542
18351.399004193117,0.02794765070361513,36.377744216707086,176.51454820721688,10,4,0.8922022539631346,2.0322834338108806,0.9621476006191727,0.015085932942229447,40.0,0.9888916081530504
25295.83209258576,0.030537030081474785,54.47746467338563,89.92503271773705,6,3,0.7662637057918051,4.6379894553643854,1.9490202084882857,0.01681518551572818,18.0,1.028920219848381
21857.589262074558,0.012426994264701863,55.23390174530604,136.37533532727073,8,3,0.3924456909049502,2.6742943601232962,1.2767134669640363,0.011132221080714542,24.0,0.7647676944121867
15209.815126898628,0.059219203861018,50.722827871618335,71.6608358443566,6,4,0.09435823324033299,4.099986917756885,1.747892020215997,0.008400159927637827,24.0,0.8212509261220946
12609.158790875495,0.007352094918743567,50.73561124342205,232.1059686922752,7,4,0.379815798929969,3.8167941234713343,1.5500282770817884,0.009356110499642663,28.0,0.8478538727282022
13197.886451584078,0.0042706428030593845,48.22861012421831,320.7317488294691,8,7,0.9665751773162269,1.6276853943936076,0.7515704618247313,0.012862189454898637,56.0,1.1506886766914373
24472.28115122784,0.037303767483802236,72.06639585249289,326.10675137779594,6,9,0.04643054586399944,1.860849685133633,0.7009197122486426,0.02041170692722001,54.0,1.2485095248928881
13145.12558834771,0.00763199357255172,32.897561261699565,3.5558190756689783,10,6,0.1531112610053332,1.692502250836893,0.7903364260180463,0.009950176262811281,60.0,1.1816852231232529
11860.195495548314,0.017342173155590293,49.4169127875309,88.34034913410242,10,5,0.203363914299236,1.7792583908856154,0.8530783609417086,0.012959622690245053,50.0,1.075923479833974
14037.293764091262,0.05348648031036943,49.70926375630763,252.81060101231827,6,4,0.4453955506800383,5.907268324127218,1.7616924568275558,0.006428734793396528,24.0,0.9194320760432011
19360.702035103226,0.012103402903754203,47.80511258151147,321.1866339428997,6,3,0.28421536289464144,6.0992854442167985,2.887231380328271,0.009067864044588272,18.0,1.11234759240902
19296.679797812074,0.08785201465829397,49.16982697251822,323.2298821414646,6,8,0.6767346783755965,1.9335761793618613,0.7432558351704034,0.013690314960745298,48.0,1.0541760792335875
14235.64994596283,0.0482319325408381,43.73489960548549,16.145323120192234,7,6,0.739724581252669,2.353571871962182,1.0042164543930763,0.013215043424388723,42.0,0.998159956154632
11696.38645379585,0.005726048806163259,16.96422601819632,143.6957190336319,10,5,0.4285661156286238,3.376469390856318,1.251061642540455,0.008203527811640994,50.0,1.1033566265165076
15433.209036787943,0.005442624250357813,30.929453111366648,282.38163469882784,7,5,0.07210461947485303,2.422067474807492,1.1192730614709205,0.010041859935463651,35.0,0.8569371717955975
14014.238066572267,0.030986157736905218,51.96501970580422,18.071300034883347,6,6,0.739724581252669,2.4896895626028686,0.9869617254357244,0.013431686207494615,36.0,0.9239678474918611
19073.101666400034,0.006033093216782026,44.592182370525165,170.79470171525543,6,7,0.11412385173983797,2.2070947063944546,0.8508795057173977,0.013230056920612056,42.0,0.9796808820447831
13199.303405885556,0.0035182537110232323,31.600040549460743,313.5060926257167,6,5,0.18116407363270304,3.3065878916502673,1.2449962369733243,0.010787425736112076,30.0,0.8512297526987374
16765.826488504437,0.06588816843428187,51.961396325558646,278.50926427080225,8,4,0.09135957323452787,2.9785596344292244,1.4286861584381922,0.011092783223369544,32.0,0.8862423659242339
13197.886451584078,0.0042706428030593845,48.22861012421831,320.7317488294691,8,7,0.9730829344367252,1.6276853943936076,0.7515704618247313,0.012862189454898637,56.0,1.1506886766914373
15381.534556541887,0.044078128650654635,41.49591572382753,65.96228575594495,5,4,0.8092040597797718,6.5742131490619276,2.542378071312857,0.008247824283832353,20.0,1.083836074840209
13459.956043263617,0.016071077202808377,52.49336696290308,258.56371400350685,7,4,0.017420286336990276,3.534744357743674,1.4997935716144213,0.007796666702981229,28.0,0.7971934547678095
11687.018405689869,0.009790108549147292,18.33420130034383,38.01115934459483,9,4,0.7633916381828381,4.10994000665402,1.4912725329429986,0.008072356758572529,36.0,0.9352320947221597
14358.136051733058,0.02794765070361513,36.30738180494678,28.791890276905306,10,5,0.8922022539631346,1.6847314024522109,0.8004715561637001,0.011311242492037072,50.0,1.0441769210409055
11687.018405689869,0.0018805656730340077,16.96422601819632,135.70271450743277,9,6,0.44700480751167637,5.263893378366562,1.2157519809975863,0.008541774022790575,54.0,1.25106924825542
13237.00471217865,0.015949882821571087,30.5095209243095,36.12098077835007,7,6,0.7615967951127457,8.007922203913777,0.9989791342697524,0.009452739186996406,42.0,1.2697199820910783
13708.475863242651,0.01490155662690381,35.71856267158671,36.04367619820345,9,5,0.8957304211456988,1.9556652036917028,0.8924331273870948,0.012316247174212876,45.0,1.001897557018988
11687.018405689869,0.013462803125527441,14.705318451741348,252.50820634975813,9,5,0.4499907866931433,5.162262733842044,1.4827067372124945,0.007217616374007217,45.0,1.1088663614879346
14957.543843810894,0.034398797108769,56.75053341926965,1.9937027319257226,7,6,0.22492375800472375,2.144100559550168,0.8999796905593946,0.01617978977071367,42.0,1.035140333353684
14133.656004269964,0.049941140685216524,51.87543977683604,209.4967498916711,8,6,0.1345916333783448,1.9236960706204047,0.9060257566230465,0.015001605456569483,48.0,1.0893835782419559
19574.53101777788,0.030537030081474785,42.42189034506076,89.92503271773705,6,9,0.7662637057918051,2.407499627546789,0.6906103726946022,0.014383392999492874,54.0,1.167218572110312
13197.886451584078,0.0042706428030593845,55.35653902667658,320.7317488294691,8,7,0.10579958493418762,1.5964664947066824,0.7513103949636517,0.016334518071091132,56.0,1.201492383026223
13199.403109392017,0.0042706428030593845,33.33728318249546,320.7317488294691,7,7,0.2271720323126254,6.843219496609574,0.8937238127741851,0.010908601570420388,49.0,1.2852385446627452
16705.374125064023,0.012585153837077735,49.823820143922106,277.8900477126048,5,4,0.39890413420460197,5.777325028850898,2.163702328936682,0.011511075050743263,20.0,1.0253761488448363
14269.843616307244,0.002017190178555013,38.726620297001716,170.97883914971868,5,4,0.9316837372964734,7.33504056616856,2.8571666520051955,0.00812662844961354,20.0,1.1926429377106795
20171.952259120204,0.03915552602120983,77.86567038178717,333.6230108115258,7,6,0.027240385760412933,2.1390765945269585,1.03028265044188,0.013523295755682943,42.0,0.9979305960854576
11687.018405689869,0.010184296578103973,16.96422601819632,119.71213782362355,9,5,0.3963224598838744,4.9815991895259675,1.331179784364825,0.0077582561083039785,45.0,1.0973356965170822
12996.64289201162,0.0097012256217633,31.7384184632267,106.06675064249279,7,5,0.4307859800103493,2.9277887871178865,1.1939073531318694,0.011028470643542863,35.0,0.9005131081570992
13400.114761168461,0.0160643366853591,33.84299385794508,238.51790104429674,8,4,0.5376316690177136,3.438791218441807,1.8136128098300728,0.008428590916771275,32.0,0.8904290032035589
11687.018405689869,0.009289022720229054,18.052507808615633,1.2106690025419944,6,7,0.5503733672596562,6.884674126152607,1.5820084598870183,0.00754383439942589,42.0,1.1829534605978926
14819.349339874292,0.00763199357255172,35.16413534004708,2.283053683414984,10,6,0.12364713234445313,1.512845943644454,0.727021630843846,0.013936091906715875,60.0,1.2202118606756571
18597.163720077093,0.04412630053959901,35.96879935791564,196.832076199262,6,8,0.567469260545644,2.4356364173224687,0.8211042342104755,0.015906428513108865,48.0,1.1172998046297598
18780.788905114536,0.02491309919560477,47.761010445263224,291.35390154194886,8,3,0.7999854037842494,3.3662329126346746,1.876305518575993,0.00902597938162645,24.0,0.8202866263925809
14195.536049584158,0.034444252469408104,49.11756883775607,256.0653619691207,9,4,0.17569516655546902,2.527451877199237,1.1431323046385808,0.009636460376370268,36.0,0.870248355272152
14037.293764091262,0.05725849338767448,49.70926375630763,252.81060101231827,6,4,0.3870060517863294,8.707920443017537,1.7576252740680083,0.006455584273593113,24.0,1.186813550706144
18934.50837800452,0.042018629373949776,78.8102987500927,350.2422234379022,8,6,0.7122713767570152,1.7112832123858392,0.878220485066717,0.012556495563723485,48.0,1.0399103931960039
12823.574009107044,0.04291281846052952,35.96877270545024,196.832076199262,6,9,0.38852970327428327,2.2724785070935423,0.8034203602044556,0.012202773556174702,54.0,1.1389852557749545
13237.00471217865,0.014675532230829583,34.81196884235696,36.04367619820345,7,8,0.6846925922231124,4.076350858428338,0.8051574251354335,0.010293067898445493,56.0,1.2200554194214313
13199.403109392017,0.0042706428030593845,33.356467712953574,320.7317488294691,7,7,0.21509255682356937,6.8276117558474185,0.8936032755663222,0.010916284436914926,49.0,1.2842955553085544
13515.938858070826,0.05423431700031175,54.629823871571695,258.60299846362545,9,6,0.921808021955953,1.7216340592514432,0.7878040879745885,0.014102878948988167,54.0,1.1449978674367043
14044.679461788555,0.049798359196933775,50.13682008331702,254.75227696601385,6,10,0.20925430649159205,1.8763948978769753,0.702722361110389,0.011959125694339696,60.0,1.2050085619303699
13197.886451584078,0.0042706428030593845,55.35653902667658,320.7317488294691,8,7,0.0988461736925238,1.5964664947066824,0.7513103949636517,0.016334518071091132,56.0,1.201492383026223
14269.843616307244,0.051262515397176155,38.726620297001716,175.9871478642772,7,4,0.18036924583261016,4.150116065184172,2.0292552108550965,0.008312666054866505,28.0,0.8928111364225552
13083.181645140916,0.014675532230829583,17.34848988222207,36.04367619820345,10,5,0.6991710011248269,2.9845883377098925,1.2037528328981333,0.010372161679840047,50.0,1.1116962563436705
13199.434228997108,0.0012548991277241787,30.56318734502383,320.7317488294691,7,7,0.8210192600855291,3.65290348480045,0.9077101870432458,0.010096776090913546,49.0,1.0982016303112985
13235.377794163758,0.014675532230829583,34.81196884235696,51.98537244583535,7,8,0.6839268475910746,2.0262510178379527,0.8162759661455821,0.010618278513955427,56.0,1.140945996690375
18715.28495072089,0.025389010975097277,77.55905818626229,131.1041393826361,8,3,0.8951502070910161,3.5651363572242447,1.6658594404935902,0.008709435764031237,24.0,0.7926351003921844
14354.967410000076,0.05546276363085728,36.294212321879684,70.69095960372722,7,4,0.9951611214921968,3.4371419581277696,1.565711565806692,0.008660149459938881,28.0,0.8178624236889658
12480.799933925042,0.04291281846052952,35.96877270545024,196.832076199262,6,5,0.48003893043168894,6.241896048966941,1.351772880994555,0.008976613150246565,30.0,1.007781356496613
11687.114817103127,0.007610973043665035,39.50004140612866,167.62655054054284,10,6,0.5836406500448382,1.6555175902791035,0.7436280587837354,0.006992222123758957,60.0,1.1468684965886098
13237.00471217865,0.014714156778939728,45.1840792046108,314.5230584015703,7,6,0.9417695423965513,2.2003504847244795,0.9286911626728913,0.012751924439278578,42.0,0.9778472104271856
11400.481637195266,0.03202998595885359,40.330630301158365,24.079157625757567,8,4,0.792490710231861,3.4233684925844687,1.6624935006828658,0.008377206341585043,32.0,0.8724621457939236
11696.38645379585,0.005726048806163259,23.353215104474234,25.675740471585215,10,4,0.46251679189357686,3.272365639512433,1.3580694569366638,0.009431755227359149,40.0,0.9709442010094042
19360.702035103226,0.008846252370860432,51.69666225285514,321.1866339428997,6,6,0.28421536289464144,2.242769535841141,0.8511586407638781,0.013824532455547949,36.0,0.909606412585895
18715.28495072089,0.025389010975097277,77.55905818626229,112.19091373011284,8,6,0.8951502070910161,1.9230664067528451,1.0256689360647528,0.011799453134774979,48.0,1.0489020441019854
14027.127478841907,0.05818465861233122,54.175656554797214,232.1059686922752,7,4,0.08551505833261966,5.2716572257784176,1.4947355437871084,0.009377428448491853,28.0,0.9300154989315327
19625.977151556704,0.009925429952323275,33.896419327916675,35.610652398672684,7,5,0.7626164919953036,2.2407664621407952,1.103619469218058,0.014103405544052658,35.0,0.9251720418283846
15433.209036787943,0.03145653262947454,30.1365367108704,215.09935423049438,7,6,0.07210461947485303,2.146830258016508,1.0216804136679785,0.010996233263387632,42.0,0.9551760280457825
14013.088632612213,0.05152761689385939,51.054462570917984,231.4551836978083,7,4,0.11543423041262771,6.0050951751552475,1.5357692081432062,0.008187105506973751,28.0,0.9675405700039345
24801.639493064922,0.007241278018745953,65.807170062815,129.74826425566073,10,6,0.3963849561691791,1.1816653309176202,0.6200884666972286,0.025137522399735254,60.0,1.384394567041761
22597.052801794427,0.036919377966482876,56.98509587769178,12.672878205503821,10,3,0.08178287559066932,2.2204084150591115,1.0752026806561337,0.01436487207296113,30.0,0.8647205141770967
19433.85106151522,0.010558997356908342,45.47876083619717,261.5383405118896,6,3,0.6280262309759498,5.7437666347737455,2.4485267081977726,0.009715204966311432,18.0,1.0230267074501342
14725.547770265026,0.041449649225865595,51.29940544375033,86.31059728855006,10,4,0.9460246279723572,2.145344330729958,1.0119274547028332,0.011642541179609467,40.0,0.9357651819129249
15433.818439340359,0.042896265692035675,39.179130628260275,1.331136028631322,6,8,0.25985836937146733,2.0587779642432005,0.8045981235545989,0.011740979695503634,48.0,1.0339683221610267
14532.87088531197,0.05546276363085728,38.38287441006346,70.69095960372722,7,4,0.8721586762986406,3.4054859524835415,1.5270342309980096,0.009312303561079248,28.0,0.8266294852801246
19803.430964296727,0.014675532230829583,41.33556740958671,34.51798841268547,6,5,0.6846925922231124,4.004834584859276,1.109267657256948,0.014104225139206101,30.0,0.9455995031970778
11687.018405689869,0.009790108549147292,43.586773417192695,112.7882074662741,9,5,0.44700480751167637,2.1371283131083825,0.9173692539988688,0.011325013371450936,45.0,0.9952515843048221
14001.475422473324,0.052742343925000955,51.0310195811497,76.59332995575909,6,4,0.9724433871358095,4.15168912634031,1.7148680000229852,0.006959286212520531,24.0,0.7864056540786173
21668.60211840751,0.05258039007549243,58.04538880811176,294.0235215452668,7,3,0.9302896155692277,3.5304212246341056,1.6399895911140012,0.008893292916939403,21.0,0.7658565828817518
11687.018405689869,0.004093742431014848,45.61080210841387,237.3019869224146,9,6,0.44700480751167637,1.743387085433497,0.7620746741841773,0.012925044048300638,54.0,1.126308372156861
11687.018405689869,0.010184296578103973,16.96422601819632,119.71213782362355,8,5,0.3611719700419401,4.718177043321612,1.5309180674094165,0.007642262807500249,40.0,1.0186324467569152
14096.327459626727,0.04721357285684771,48.503994555189124,77.6931410548584,6,4,0.5393761516655571,4.477724759100921,1.9804963112955853,0.006258024592519697,24.0,0.8244810256220181
11696.38645379585,0.005726048806163259,23.353215104474234,25.675740471585215,10,5,0.46251679189357686,2.552539814864814,1.0680452290786775,0.009198805050999785,50.0,1.069857242167985
21663.779546590788,0.0018718291663959233,61.7998686706484,134.8642844394463,6,5,0.6508721548126148,2.4017127810639183,0.9285608579314981,0.015867572824179894,30.0,0.8902698895227811
15209.815126898628,0.059219203861018,50.13359212780298,71.6608358443566,6,4,0.1934262544639198,4.111926688078653,1.7799766791368836,0.00836881604620706,24.0,0.8250356055502064
12212.741919022586,0.07834923142657038,44.88107780248336,83.64135670871978,6,9,0.9968938374572147,2.2077744841255873,0.8681297060684949,0.01106330418315999,54.0,1.1264606877074075
14656.316324572083,0.02692979790693205,33.99413146928125,313.5060926257167,7,5,0.9361060435148041,5.16086075002876,1.122546579281153,0.010906987008209391,35.0,1.0067800412796752
19525.89001947008,0.009364991531108985,46.645553777357726,13.988223519523018,8,3,0.21624294373230116,3.2869246995015886,1.792344639888452,0.010616143551660262,24.0,0.8413670331288553
19073.101666400034,0.04172209189955814,44.592182370525165,153.97959327975235,6,7,0.16720654012856107,1.9689493313611062,0.8370690818725641,0.013035760474282888,42.0,0.9661065116654922
